user_id,signup_date,country,device_type,acquisition_channel,user_type,company_size,experiment_group
U02575,2025-02-28,India,Tablet,Referral,Individual,1,A
U02576,2025-06-12,USA,Tablet,Direct,Business,422,A
U02577,2025-01-19,India,Desktop,Google Ads,Business,330,B
U02578,2025-05-19,Canada,Mobile,Google Ads,Business,25,A
U02579,2025-04-15,Australia,Tablet,Google Ads,Individual,1,A
U02580,2025-01-22,UK,Desktop,Organic,Individual,1,A
U02581,2025-02-01,Canada,Desktop,Google Ads,Business,160,A
U02582,2025-06-25,Canada,Mobile,Referral,Business,434,B
U02583,2025-05-17,Australia,Mobile,Referral,Business,65,A
U02584,2025-01-25,Australia,Mobile,Google Ads,Business,228,B
U02585,2025-01-22,Canada,Tablet,Google Ads,Business,364,B
U02586,2025-04-12,Australia,Mobile,Organic,Business,481,B
U02587,2025-06-25,UK,Mobile,Google Ads,Individual,1,B
U02588,2025-06-18,Canada,Desktop,Organic,Business,199,B
U02589,2025-01-19,USA,Desktop,Direct,Individual,1,B
U02590,2025-03-01,India,Desktop,LinkedIn Ads,Individual,1,A
U02591,2025-04-20,UK,Desktop,Organic,Business,113,B
U02592,2025-01-14,Canada,Mobile,Organic,Individual,1,B
U02593,2025-05-04,Australia,Tablet,Google Ads,Individual,1,A
U02594,2025-03-10,UK,Desktop,Direct,Individual,1,B
U02595,2025-04-29,USA,Mobile,Referral,Individual,1,B
U02596,2025-04-04,UK,Desktop,Organic,Individual,1,A
U02597,2025-01-18,UK,Desktop,LinkedIn Ads,Business,44,B
U02598,2025-05-29,UK,Desktop,Direct,Individual,1,A
U02599,2025-03-14,Australia,Tablet,LinkedIn Ads,Business,371,B
U02600,2025-02-13,India,Desktop,Direct,Business,495,B
U02601,2025-04-03,UK,Mobile,Referral,Individual,1,B
U02602,2025-06-27,India,Desktop,LinkedIn Ads,Individual,1,B
U02603,2025-03-14,USA,Desktop,Google Ads,Business,477,B
U02604,2025-03-18,UK,Desktop,LinkedIn Ads,Individual,1,B
U02605,2025-03-01,Australia,Desktop,Referral,Business,495,B
U02606,2025-06-05,India,Mobile,Google Ads,Individual,1,A
U02607,2025-06-20,USA,Mobile,Organic,Individual,1,B
U02608,2025-01-17,Australia,Mobile,Google Ads,Individual,1,B
U02609,2025-06-10,Canada,Mobile,Organic,Individual,1,B
U02610,2025-04-13,Australia,Tablet,Google Ads,Business,289,A
U02611,2025-06-18,Canada,Tablet,Referral,Business,399,B
U02612,2025-04-17,USA,Desktop,LinkedIn Ads,Individual,1,B
U02613,2025-02-17,UK,Mobile,Google Ads,Business,84,B
U02614,2025-04-19,Canada,Tablet,Referral,Business,188,A
U02615,2025-04-25,Canada,Mobile,Referral,Individual,1,B
U02616,2025-05-11,Australia,Desktop,Google Ads,Individual,1,A
U02617,2025-02-22,Australia,Mobile,LinkedIn Ads,Individual,1,A
U02618,2025-05-10,India,Mobile,Organic,Individual,1,A
U02619,2025-03-22,Australia,Desktop,Referral,Business,48,B
U02620,2025-02-27,Canada,Mobile,Direct,Business,250,B
U02621,2025-04-18,Canada,Tablet,LinkedIn Ads,Business,160,A
U02622,2025-02-17,India,Desktop,Referral,Individual,1,B
U02623,2025-02-26,UK,Tablet,Referral,Individual,1,B
U02624,2025-04-10,USA,Mobile,Referral,Individual,1,A
U02625,2025-06-24,USA,Mobile,Direct,Business,61,A
U02626,2025-02-13,India,Tablet,Google Ads,Individual,1,A
U02627,2025-04-02,UK,Tablet,Organic,Individual,1,A
U02628,2025-06-27,UK,Mobile,Direct,Business,223,B
U02629,2025-05-14,Australia,Tablet,Google Ads,Business,61,B
U02630,2025-05-22,India,Desktop,Google Ads,Individual,1,B
U02631,2025-01-30,Canada,Desktop,Direct,Business,286,A
U02632,2025-03-17,India,Mobile,Referral,Business,148,B
U02633,2025-04-25,India,Mobile,Referral,Business,32,A
U02634,2025-05-28,Australia,Tablet,Direct,Individual,1,B
U02635,2025-04-21,India,Desktop,LinkedIn Ads,Business,256,B
U02636,2025-02-17,India,Mobile,Organic,Business,172,A
U02637,2025-01-29,UK,Desktop,LinkedIn Ads,Business,387,A
U02638,2025-05-25,UK,Tablet,Organic,Individual,1,A
U02639,2025-05-14,Canada,Mobile,Organic,Individual,1,B
U02640,2025-06-01,Canada,Desktop,Google Ads,Business,378,B
U02641,2025-01-11,USA,Tablet,Organic,Business,229,A
U02642,2025-02-10,USA,Tablet,Organic,Individual,1,A
U02643,2025-03-20,UK,Tablet,LinkedIn Ads,Individual,1,B
U02644,2025-02-21,Canada,Desktop,Referral,Individual,1,A
U02645,2025-01-25,USA,Desktop,Google Ads,Business,137,B
U02646,2025-02-11,USA,Mobile,Google Ads,Business,279,A
U02647,2025-03-02,Canada,Tablet,Organic,Business,210,A
U02648,2025-03-25,India,Mobile,Referral,Individual,1,A
U02649,2025-05-06,India,Tablet,LinkedIn Ads,Business,89,B
U02650,2025-05-27,USA,Mobile,Referral,Business,110,B
U02651,2025-05-19,Australia,Desktop,Direct,Individual,1,A
U02652,2025-03-20,USA,Tablet,LinkedIn Ads,Individual,1,B
U02653,2025-05-23,India,Mobile,Organic,Individual,1,B
U02654,2025-06-06,Canada,Tablet,Google Ads,Individual,1,B
U02655,2025-06-04,UK,Tablet,Referral,Individual,1,B
U02656,2025-05-08,Australia,Tablet,Direct,Individual,1,A
U02657,2025-01-13,UK,Tablet,Direct,Individual,1,A
U02658,2025-01-28,Australia,Tablet,Referral,Individual,1,A
U02659,2025-03-12,USA,Tablet,Google Ads,Individual,1,A
U02660,2025-05-09,UK,Desktop,Direct,Business,173,B
U02661,2025-06-08,India,Tablet,Organic,Business,81,B
U02662,2025-03-31,UK,Tablet,Direct,Business,132,B
U02663,2025-03-06,UK,Mobile,Organic,Individual,1,A
U02664,2025-01-06,India,Desktop,Direct,Business,435,B
U02665,2025-04-05,Australia,Tablet,Organic,Individual,1,B
U02666,2025-02-24,India,Tablet,Organic,Business,66,A
U02667,2025-06-29,USA,Tablet,LinkedIn Ads,Business,41,A
U02668,2025-06-28,Canada,Desktop,Google Ads,Business,323,A
U02669,2025-04-13,UK,Tablet,Referral,Business,339,A
U02670,2025-01-19,USA,Tablet,LinkedIn Ads,Business,98,A
U02671,2025-02-05,USA,Mobile,Direct,Individual,1,B
U02672,2025-04-17,Canada,Desktop,Google Ads,Individual,1,A
U02673,2025-01-08,Australia,Desktop,Google Ads,Business,158,B
U02674,2025-01-14,USA,Mobile,Google Ads,Business,42,B
U02675,2025-02-11,Canada,Mobile,Google Ads,Individual,1,B
U02676,2025-03-19,USA,Tablet,Organic,Individual,1,A
U02677,2025-04-29,India,Mobile,LinkedIn Ads,Business,216,A
U02678,2025-02-09,USA,Mobile,Organic,Individual,1,B
U02679,2025-01-29,Australia,Desktop,Referral,Individual,1,A
U02680,2025-04-17,Canada,Mobile,Organic,Individual,1,A
U02681,2025-01-24,UK,Tablet,Direct,Business,475,B
U02682,2025-05-02,UK,Desktop,Direct,Individual,1,A
U02683,2025-05-13,UK,Mobile,Direct,Individual,1,A
U02684,2025-02-01,USA,Tablet,Referral,Business,372,A
U02685,2025-06-18,USA,Desktop,Organic,Individual,1,B
U02686,2025-04-24,Australia,Mobile,Google Ads,Business,257,B
U02687,2025-01-02,UK,Tablet,LinkedIn Ads,Individual,1,A
U02688,2025-04-30,Canada,Tablet,Referral,Business,64,A
U02689,2025-03-21,USA,Mobile,Google Ads,Business,411,B
U02690,2025-05-18,Canada,Desktop,Direct,Individual,1,B
U02691,2025-04-12,UK,Desktop,LinkedIn Ads,Individual,1,A
U02692,2025-06-25,Canada,Mobile,LinkedIn Ads,Business,435,B
U02693,2025-05-29,UK,Tablet,Direct,Business,267,A
U02694,2025-01-10,USA,Mobile,Organic,Business,99,B
U02695,2025-01-31,UK,Desktop,LinkedIn Ads,Business,439,A
U02696,2025-06-20,USA,Mobile,LinkedIn Ads,Individual,1,B
U02697,2025-02-01,USA,Mobile,Google Ads,Business,360,A
U02698,2025-03-28,USA,Desktop,LinkedIn Ads,Business,390,B
U02699,2025-02-10,Australia,Mobile,Direct,Business,163,A
U02700,2025-03-28,India,Desktop,Organic,Individual,1,B
U02701,2025-06-14,Canada,Desktop,Direct,Business,237,A
U02702,2025-01-07,India,Mobile,Referral,Individual,1,A
U02703,2025-04-03,Canada,Desktop,Google Ads,Individual,1,B
U02704,2025-04-10,UK,Mobile,LinkedIn Ads,Business,14,A
U02705,2025-02-20,Canada,Desktop,Google Ads,Business,2,A
U02706,2025-06-26,USA,Mobile,Referral,Individual,1,A
U02707,2025-04-17,Canada,Mobile,Organic,Individual,1,B
U02708,2025-05-06,UK,Mobile,Referral,Business,251,A
U02709,2025-05-22,USA,Tablet,Direct,Individual,1,A
U02710,2025-05-18,Australia,Desktop,Organic,Individual,1,A
U02711,2025-05-02,Australia,Mobile,LinkedIn Ads,Individual,1,A
U02712,2025-03-27,Canada,Desktop,LinkedIn Ads,Business,307,B
U02713,2025-01-18,Australia,Mobile,Google Ads,Individual,1,A
U02714,2025-03-28,India,Tablet,Referral,Business,289,A
U02715,2025-01-14,Canada,Desktop,Google Ads,Business,150,A
U02716,2025-03-15,USA,Mobile,Direct,Individual,1,B
U02717,2025-04-29,UK,Tablet,Referral,Business,422,A
U02718,2025-04-07,USA,Mobile,Direct,Individual,1,A
U02719,2025-04-20,USA,Mobile,Organic,Individual,1,B
U02720,2025-06-10,Australia,Tablet,Organic,Individual,1,A
U02721,2025-03-03,India,Desktop,Direct,Individual,1,A
U02722,2025-01-10,Australia,Tablet,LinkedIn Ads,Individual,1,A
U02723,2025-04-24,Australia,Desktop,Direct,Business,191,B
U02724,2025-05-05,UK,Mobile,Direct,Business,82,B
U02725,2025-03-25,UK,Mobile,Referral,Business,87,B
U02726,2025-06-30,Australia,Tablet,Organic,Business,187,A
U02727,2025-04-08,India,Desktop,Organic,Business,59,A
U02728,2025-02-19,UK,Desktop,Google Ads,Individual,1,B
U02729,2025-03-26,USA,Mobile,Google Ads,Individual,1,B
U02730,2025-01-24,Canada,Mobile,Organic,Business,254,A
U02731,2025-05-07,Australia,Desktop,Organic,Individual,1,A
U02732,2025-01-14,Australia,Desktop,Referral,Business,57,A
U02733,2025-05-16,India,Desktop,Google Ads,Business,71,A
U02734,2025-05-09,Canada,Desktop,Organic,Individual,1,B
U02735,2025-04-13,Australia,Desktop,Google Ads,Individual,1,B
U02736,2025-05-16,Canada,Tablet,Google Ads,Individual,1,B
U02737,2025-01-17,Canada,Desktop,Google Ads,Business,337,B
U02738,2025-04-01,Canada,Desktop,Referral,Individual,1,B
U02739,2025-05-29,UK,Mobile,Google Ads,Business,297,B
U02740,2025-01-28,Canada,Desktop,Google Ads,Business,80,A
U02741,2025-05-07,Australia,Desktop,LinkedIn Ads,Business,9,A
U02742,2025-02-21,UK,Mobile,Referral,Individual,1,A
U02743,2025-01-08,Australia,Mobile,Referral,Business,463,B
U02744,2025-05-15,UK,Mobile,LinkedIn Ads,Business,349,B
U02745,2025-02-11,India,Desktop,Organic,Business,89,A
U02746,2025-03-27,UK,Desktop,Google Ads,Individual,1,A
U02747,2025-02-19,Canada,Desktop,Direct,Individual,1,B
U02748,2025-04-16,UK,Mobile,Google Ads,Individual,1,B
U02749,2025-04-20,USA,Mobile,Referral,Individual,1,A
U02750,2025-06-19,Australia,Tablet,Direct,Business,151,B
U02751,2025-03-03,USA,Mobile,LinkedIn Ads,Individual,1,B
U02752,2025-03-20,India,Tablet,Direct,Individual,1,B
U02753,2025-03-25,UK,Tablet,Direct,Individual,1,B
U02754,2025-01-19,Canada,Mobile,LinkedIn Ads,Individual,1,A
U02755,2025-04-07,USA,Tablet,Referral,Business,366,B
U02756,2025-04-02,India,Desktop,Referral,Business,220,B
U02757,2025-04-13,Australia,Desktop,Google Ads,Individual,1,A
U02758,2025-03-02,Australia,Desktop,Organic,Business,255,B
U02759,2025-01-23,USA,Desktop,Referral,Business,134,A
U02760,2025-05-09,USA,Mobile,Google Ads,Business,365,A
U02761,2025-05-19,Australia,Desktop,Referral,Individual,1,B
U02762,2025-06-20,Canada,Desktop,Organic,Individual,1,A
U02763,2025-05-02,India,Tablet,Google Ads,Individual,1,A
U02764,2025-02-03,Canada,Tablet,Referral,Individual,1,B
U02765,2025-02-13,Australia,Tablet,Direct,Business,93,B
U02766,2025-05-04,USA,Desktop,Organic,Individual,1,B
U02767,2025-03-22,India,Desktop,LinkedIn Ads,Individual,1,B
U02768,2025-05-30,Australia,Tablet,Organic,Business,97,A
U02769,2025-04-12,UK,Tablet,LinkedIn Ads,Individual,1,B
U02770,2025-04-06,India,Mobile,LinkedIn Ads,Individual,1,A
U02771,2025-01-19,India,Tablet,LinkedIn Ads,Individual,1,A
U02772,2025-04-11,Australia,Tablet,Google Ads,Business,321,A
U02773,2025-06-02,Canada,Tablet,LinkedIn Ads,Individual,1,B
U02774,2025-03-07,India,Tablet,Organic,Business,431,A
U02775,2025-02-11,India,Desktop,Google Ads,Business,290,A
U02776,2025-06-09,USA,Tablet,Organic,Individual,1,B
U02777,2025-05-31,Canada,Tablet,Organic,Business,425,B
U02778,2025-01-26,USA,Desktop,LinkedIn Ads,Business,437,B
U02779,2025-02-20,India,Mobile,Direct,Business,85,A
U02780,2025-05-14,Australia,Desktop,LinkedIn Ads,Business,211,B
U02781,2025-01-21,USA,Desktop,Organic,Business,284,B
U02782,2025-05-07,USA,Desktop,Google Ads,Business,38,B
U02783,2025-02-07,Australia,Mobile,Organic,Business,220,B
U02784,2025-02-04,UK,Tablet,LinkedIn Ads,Business,203,A
U02785,2025-02-25,India,Desktop,Direct,Business,313,B
U02786,2025-04-19,UK,Tablet,Google Ads,Business,18,B
U02787,2025-06-22,India,Tablet,Google Ads,Individual,1,B
U02788,2025-05-17,Canada,Tablet,Google Ads,Business,254,B
U02789,2025-04-24,UK,Tablet,Organic,Individual,1,B
U02790,2025-05-24,Australia,Tablet,Direct,Business,407,A
U02791,2025-06-26,UK,Tablet,Organic,Individual,1,B
U02792,2025-03-11,Australia,Mobile,LinkedIn Ads,Business,430,A
U02793,2025-04-04,India,Desktop,LinkedIn Ads,Business,150,A
U02794,2025-01-29,UK,Desktop,Organic,Individual,1,B
U02795,2025-04-24,USA,Desktop,Organic,Business,474,A
U02796,2025-01-17,Canada,Tablet,Direct,Individual,1,B
U02797,2025-03-13,Canada,Tablet,Organic,Individual,1,B
U02798,2025-01-11,UK,Tablet,LinkedIn Ads,Business,465,B
U02799,2025-04-21,UK,Desktop,Organic,Individual,1,B
U02800,2025-01-27,Australia,Desktop,Referral,Business,142,A
U02801,2025-04-21,USA,Tablet,Referral,Individual,1,B
U02802,2025-05-31,Australia,Mobile,Referral,Individual,1,A
U02803,2025-05-01,Canada,Mobile,LinkedIn Ads,Individual,1,A
U02804,2025-06-09,Canada,Desktop,Direct,Business,57,B
U02805,2025-05-30,USA,Tablet,Referral,Business,328,A
U02806,2025-06-17,Canada,Tablet,LinkedIn Ads,Individual,1,A
U02807,2025-03-22,Canada,Tablet,Organic,Business,392,A
U02808,2025-03-12,UK,Mobile,Google Ads,Individual,1,A
U02809,2025-02-26,India,Tablet,Referral,Business,113,B
U02810,2025-03-04,USA,Desktop,Direct,Business,168,A
U02811,2025-01-11,USA,Mobile,Google Ads,Individual,1,B
U02812,2025-03-11,Canada,Desktop,Google Ads,Business,458,A
U02813,2025-03-27,Canada,Tablet,LinkedIn Ads,Individual,1,B
U02814,2025-06-20,USA,Tablet,Google Ads,Individual,1,B
U02815,2025-02-17,UK,Mobile,LinkedIn Ads,Business,251,B
U02816,2025-06-15,Australia,Desktop,LinkedIn Ads,Business,75,B
U02817,2025-01-06,USA,Mobile,LinkedIn Ads,Business,291,A
U02818,2025-05-22,India,Desktop,Direct,Individual,1,A
U02819,2025-03-31,Australia,Desktop,LinkedIn Ads,Individual,1,A
U02820,2025-04-06,India,Tablet,Organic,Individual,1,A
U02821,2025-03-09,USA,Desktop,Referral,Business,97,A
U02822,2025-02-07,India,Mobile,Google Ads,Business,313,A
U02823,2025-01-21,Canada,Desktop,Organic,Individual,1,B
U02824,2025-06-03,India,Mobile,LinkedIn Ads,Individual,1,B
U02825,2025-06-17,UK,Desktop,Direct,Business,261,A
U02826,2025-05-06,India,Desktop,Direct,Individual,1,A
U02827,2025-05-25,UK,Desktop,Organic,Business,364,A
U02828,2025-03-17,USA,Desktop,Referral,Individual,1,A
U02829,2025-05-12,UK,Tablet,Direct,Business,495,A
U02830,2025-04-03,Australia,Mobile,Organic,Business,15,B
U02831,2025-04-20,UK,Tablet,Organic,Individual,1,A
U02832,2025-06-18,India,Tablet,Direct,Business,331,B
U02833,2025-03-19,Australia,Tablet,LinkedIn Ads,Business,63,A
U02834,2025-01-29,USA,Tablet,Direct,Business,100,B
U02835,2025-04-21,India,Desktop,Google Ads,Individual,1,A
U02836,2025-05-25,UK,Mobile,Google Ads,Individual,1,B
U02837,2025-05-28,Canada,Tablet,Organic,Individual,1,A
U02838,2025-02-26,UK,Desktop,Google Ads,Individual,1,A
U02839,2025-01-14,Australia,Mobile,Direct,Individual,1,B
U02840,2025-05-04,UK,Tablet,LinkedIn Ads,Individual,1,A
U02841,2025-03-22,India,Tablet,Organic,Business,470,B
U02842,2025-02-19,USA,Tablet,Google Ads,Individual,1,B
U02843,2025-02-23,India,Desktop,Direct,Business,127,B
U02844,2025-02-23,Canada,Desktop,Google Ads,Business,50,B
U02845,2025-05-19,USA,Desktop,LinkedIn Ads,Business,24,A
U02846,2025-06-09,UK,Desktop,Organic,Individual,1,A
U02847,2025-05-15,USA,Mobile,Referral,Business,274,A
U02848,2025-06-11,UK,Desktop,Organic,Business,211,A
U02849,2025-04-01,India,Tablet,Referral,Business,172,A
U02850,2025-05-16,Australia,Desktop,Google Ads,Business,212,B
U02851,2025-05-08,Australia,Mobile,Google Ads,Business,311,B
U02852,2025-05-17,India,Tablet,LinkedIn Ads,Individual,1,B
U02853,2025-03-15,Canada,Mobile,Google Ads,Individual,1,B
U02854,2025-03-05,USA,Mobile,Organic,Individual,1,A
U02855,2025-05-24,India,Tablet,Organic,Individual,1,B
U02856,2025-06-22,Australia,Desktop,LinkedIn Ads,Individual,1,B
U02857,2025-03-19,USA,Mobile,Organic,Business,133,A
U02858,2025-05-03,USA,Desktop,Referral,Individual,1,B
U02859,2025-02-14,Canada,Desktop,Referral,Individual,1,B
U02860,2025-06-28,India,Mobile,Google Ads,Business,231,A
U02861,2025-04-08,USA,Mobile,Referral,Business,213,B
U02862,2025-05-01,USA,Desktop,LinkedIn Ads,Individual,1,A
U02863,2025-05-30,USA,Mobile,Google Ads,Business,444,B
U02864,2025-05-21,UK,Tablet,LinkedIn Ads,Individual,1,B
U02865,2025-04-05,Canada,Tablet,LinkedIn Ads,Individual,1,B
U02866,2025-03-27,Canada,Mobile,Organic,Business,135,A
U02867,2025-03-05,USA,Tablet,LinkedIn Ads,Individual,1,B
U02868,2025-04-09,UK,Tablet,Referral,Business,418,A
U02869,2025-02-28,USA,Mobile,Organic,Business,166,B
U02870,2025-03-02,UK,Desktop,Direct,Individual,1,B
U02871,2025-04-18,Canada,Desktop,Direct,Business,214,B
U02872,2025-06-14,Australia,Mobile,Referral,Business,351,B
U02873,2025-04-19,UK,Desktop,Direct,Business,138,B
U02874,2025-05-26,India,Tablet,Direct,Individual,1,A
U02875,2025-02-01,UK,Mobile,LinkedIn Ads,Individual,1,B
U02876,2025-06-08,Australia,Mobile,Organic,Individual,1,B
U02877,2025-02-12,India,Desktop,Organic,Individual,1,B
U02878,2025-05-11,UK,Desktop,LinkedIn Ads,Business,5,B
U02879,2025-04-08,UK,Tablet,Organic,Individual,1,A
U02880,2025-05-03,Canada,Tablet,Referral,Individual,1,A
U02881,2025-05-10,Canada,Tablet,Organic,Business,429,A
U02882,2025-01-23,USA,Mobile,Direct,Business,106,B
U02883,2025-01-07,USA,Desktop,LinkedIn Ads,Business,309,B
U02884,2025-05-24,UK,Mobile,LinkedIn Ads,Individual,1,A
U02885,2025-05-30,Australia,Mobile,Referral,Individual,1,B
U02886,2025-05-10,USA,Mobile,LinkedIn Ads,Individual,1,B
U02887,2025-05-15,India,Mobile,LinkedIn Ads,Business,398,A
U02888,2025-04-27,Canada,Tablet,Organic,Individual,1,B
U02889,2025-02-15,UK,Mobile,Organic,Business,129,B
U02890,2025-02-22,Australia,Tablet,Referral,Individual,1,A
U02891,2025-01-23,Canada,Mobile,Google Ads,Business,488,B
U02892,2025-01-22,Canada,Mobile,LinkedIn Ads,Individual,1,A
U02893,2025-04-10,India,Desktop,Google Ads,Business,400,A
U02894,2025-03-27,USA,Tablet,Google Ads,Individual,1,B
U02895,2025-02-23,USA,Desktop,LinkedIn Ads,Business,141,A
U02896,2025-05-15,Canada,Mobile,Google Ads,Individual,1,A
U02897,2025-03-17,Canada,Mobile,Direct,Business,334,B
U02898,2025-03-19,Canada,Tablet,LinkedIn Ads,Individual,1,A
U02899,2025-03-01,Canada,Tablet,Referral,Business,413,B
U02900,2025-03-16,Canada,Tablet,Google Ads,Individual,1,B
U02901,2025-06-11,Australia,Tablet,Direct,Individual,1,A
U02902,2025-01-24,Canada,Desktop,Direct,Business,225,A
U02903,2025-05-25,India,Mobile,Direct,Individual,1,A
U02904,2025-01-04,Canada,Desktop,Referral,Individual,1,B
U02905,2025-01-27,UK,Mobile,Organic,Business,359,A
U02906,2025-05-18,India,Tablet,Organic,Individual,1,A
U02907,2025-06-19,USA,Desktop,Google Ads,Individual,1,B
U02908,2025-03-13,USA,Tablet,LinkedIn Ads,Business,206,B
U02909,2025-03-05,India,Mobile,LinkedIn Ads,Business,82,B
U02910,2025-02-14,Canada,Mobile,Referral,Business,101,A
U02911,2025-01-12,India,Desktop,Google Ads,Business,46,A
U02912,2025-02-22,UK,Desktop,LinkedIn Ads,Individual,1,A
U02913,2025-03-21,USA,Mobile,Google Ads,Individual,1,B
U02914,2025-05-30,UK,Tablet,Organic,Business,395,B
U02915,2025-02-06,UK,Desktop,LinkedIn Ads,Business,91,A
U02916,2025-05-13,Canada,Tablet,Google Ads,Individual,1,A
U02917,2025-02-21,Canada,Desktop,Direct,Individual,1,A
U02918,2025-06-22,India,Desktop,Direct,Individual,1,A
U02919,2025-04-03,Canada,Desktop,Referral,Business,403,A
U02920,2025-06-08,Canada,Mobile,Direct,Business,465,B
U02921,2025-04-27,UK,Tablet,Organic,Individual,1,B
U02922,2025-04-11,Australia,Tablet,LinkedIn Ads,Business,333,B
U02923,2025-03-20,USA,Tablet,Direct,Individual,1,B
U02924,2025-04-01,USA,Mobile,Google Ads,Individual,1,A
U02925,2025-05-19,UK,Desktop,LinkedIn Ads,Business,151,B
U02926,2025-04-17,India,Mobile,Organic,Individual,1,A
U02927,2025-05-16,Australia,Mobile,LinkedIn Ads,Business,246,B
U02928,2025-04-05,Australia,Mobile,Google Ads,Business,486,B
U02929,2025-02-18,Canada,Tablet,Direct,Individual,1,A
U02930,2025-02-08,USA,Tablet,Google Ads,Individual,1,A
U02931,2025-01-23,UK,Tablet,Organic,Individual,1,A
U02932,2025-03-09,India,Mobile,Referral,Individual,1,B
U02933,2025-02-15,Australia,Desktop,Referral,Business,466,A
U02934,2025-05-07,UK,Tablet,Direct,Individual,1,A
U02935,2025-02-09,Australia,Mobile,Direct,Business,225,A
U02936,2025-02-27,Australia,Mobile,Google Ads,Business,368,A
U02937,2025-01-20,Australia,Mobile,Organic,Individual,1,A
U02938,2025-03-04,India,Desktop,Direct,Business,173,A
U02939,2025-02-19,USA,Desktop,Google Ads,Business,52,A
U02940,2025-05-04,USA,Tablet,LinkedIn Ads,Business,334,A
U02941,2025-05-31,Australia,Tablet,Organic,Individual,1,A
U02942,2025-01-07,India,Mobile,Direct,Individual,1,A
U02943,2025-01-21,Australia,Tablet,Organic,Individual,1,A
U02944,2025-02-12,Canada,Desktop,Organic,Individual,1,A
U02945,2025-02-10,Australia,Desktop,Referral,Business,122,B
U02946,2025-02-22,India,Desktop,Google Ads,Individual,1,A
U02947,2025-02-22,UK,Tablet,Direct,Individual,1,B
U02948,2025-03-15,India,Tablet,Google Ads,Individual,1,A
U02949,2025-06-05,USA,Mobile,Referral,Individual,1,B
U02950,2025-03-12,India,Desktop,Direct,Business,163,B
U02951,2025-04-05,Canada,Desktop,Organic,Business,229,B
U02952,2025-02-20,USA,Desktop,Direct,Individual,1,A
U02953,2025-01-20,India,Mobile,Organic,Business,429,A
U02954,2025-03-20,Australia,Mobile,Referral,Business,65,A
U02955,2025-05-01,Australia,Desktop,Organic,Individual,1,A
U02956,2025-03-09,India,Tablet,Referral,Individual,1,A
U02957,2025-03-05,UK,Tablet,Referral,Business,301,A
U02958,2025-05-15,USA,Desktop,LinkedIn Ads,Business,345,A
U02959,2025-05-14,Australia,Mobile,Organic,Business,413,A
U02960,2025-03-18,UK,Tablet,Direct,Individual,1,A
U02961,2025-02-20,Canada,Desktop,LinkedIn Ads,Business,472,A
U02962,2025-04-11,USA,Desktop,Google Ads,Individual,1,B
U02963,2025-03-04,USA,Tablet,Direct,Individual,1,A
U02964,2025-04-03,India,Desktop,LinkedIn Ads,Individual,1,A
U02965,2025-03-01,USA,Desktop,LinkedIn Ads,Business,306,A
U02966,2025-05-09,UK,Desktop,Organic,Business,360,A
U02967,2025-02-11,India,Mobile,Google Ads,Business,356,A
U02968,2025-03-30,Canada,Tablet,Organic,Business,346,B
U02969,2025-01-24,Australia,Tablet,LinkedIn Ads,Business,352,A
U02970,2025-01-12,Australia,Tablet,LinkedIn Ads,Business,338,B
U02971,2025-03-12,Australia,Tablet,Referral,Individual,1,A
U02972,2025-04-20,USA,Desktop,Google Ads,Individual,1,B
U02973,2025-04-11,India,Tablet,Google Ads,Individual,1,A
U02974,2025-06-13,Canada,Desktop,LinkedIn Ads,Individual,1,A
U02975,2025-03-03,Canada,Desktop,Google Ads,Business,409,B
U02976,2025-04-04,USA,Desktop,Google Ads,Business,459,A
U02977,2025-01-12,Australia,Desktop,Organic,Individual,1,A
U02978,2025-06-20,UK,Tablet,Direct,Business,97,B
U02979,2025-02-10,India,Desktop,LinkedIn Ads,Business,359,A
U02980,2025-04-19,Canada,Desktop,LinkedIn Ads,Individual,1,B
U02981,2025-06-20,India,Tablet,Google Ads,Individual,1,B
U02982,2025-06-15,Australia,Desktop,LinkedIn Ads,Business,216,B
U02983,2025-04-23,USA,Mobile,LinkedIn Ads,Business,266,A
U02984,2025-04-24,USA,Desktop,Google Ads,Business,4,B
U02985,2025-06-02,UK,Mobile,Referral,Individual,1,B
U02986,2025-05-23,UK,Desktop,Google Ads,Individual,1,B
U02987,2025-05-15,UK,Tablet,Organic,Business,62,A
U02988,2025-02-08,UK,Tablet,Referral,Business,170,A
U02989,2025-01-07,Canada,Mobile,Google Ads,Individual,1,A
U02990,2025-02-20,Canada,Tablet,Google Ads,Individual,1,A
U02991,2025-02-09,Canada,Tablet,Referral,Business,117,B
U02992,2025-01-17,Australia,Mobile,Direct,Individual,1,B
U02993,2025-05-22,India,Desktop,Organic,Business,334,A
U02994,2025-06-18,UK,Tablet,Direct,Individual,1,B
U02995,2025-04-16,India,Tablet,Direct,Individual,1,B
U02996,2025-02-28,USA,Desktop,Organic,Business,202,B
U02997,2025-02-23,Australia,Mobile,LinkedIn Ads,Business,429,B
U02998,2025-02-08,Australia,Mobile,LinkedIn Ads,Individual,1,A
U02999,2025-06-22,Australia,Desktop,Direct,Business,209,A
U03000,2025-01-04,USA,Mobile,Google Ads,Business,67,B
U03001,2025-01-08,UK,Mobile,Referral,Business,113,B
U03002,2025-06-20,Australia,Desktop,Direct,Individual,1,A
U03003,2025-03-25,USA,Tablet,LinkedIn Ads,Business,468,B
U03004,2025-03-19,USA,Desktop,Google Ads,Business,419,A
