event_id,user_id,event_date,funnel_stage
E010625,U02840,2025-05-07,Email Verified
E010626,U02840,2025-05-07,Trial Started
E010627,U02841,2025-03-25,Signup
E010628,U02841,2025-03-24,Email Verified
E010629,U02841,2025-03-27,Trial Started
E010630,U02842,2025-02-21,Signup
E010631,U02842,2025-02-21,Email Verified
E010632,U02842,2025-02-25,Trial Started
E010633,U02842,2025-02-24,Feature Used
E010634,U02842,2025-02-25,Subscription Purchased
E010635,U02842,2025-02-26,Retained 30 Days
E010636,U02843,2025-02-28,Signup
E010637,U02843,2025-02-24,Email Verified
E010638,U02843,2025-03-01,Trial Started
E010639,U02843,2025-03-01,Feature Used
E010640,U02843,2025-03-02,Subscription Purchased
E010641,U02843,2025-03-05,Retained 30 Days
E010642,U02844,2025-02-25,Signup
E010643,U02844,2025-02-28,Email Verified
E010644,U02844,2025-03-01,Trial Started
E010645,U02844,2025-03-03,Feature Used
E010646,U02844,2025-02-27,Subscription Purchased
E010647,U02844,2025-03-01,Retained 30 Days
E010648,U02845,2025-05-22,Signup
E010649,U02845,2025-05-20,Email Verified
E010650,U02845,2025-05-23,Trial Started
E010651,U02845,2025-05-25,Feature Used
E010652,U02846,2025-06-12,Signup
E010653,U02846,2025-06-15,Email Verified
E010654,U02846,2025-06-14,Trial Started
E010655,U02847,2025-05-15,Signup
E010656,U02847,2025-05-21,Email Verified
E010657,U02847,2025-05-21,Trial Started
E010658,U02847,2025-05-22,Feature Used
E010659,U02847,2025-05-21,Subscription Purchased
E010660,U02847,2025-05-23,Retained 30 Days
E010661,U02848,2025-06-11,Signup
E010662,U02848,2025-06-12,Email Verified
E010663,U02849,2025-04-05,Signup
E010664,U02849,2025-04-04,Email Verified
E010665,U02849,2025-04-08,Trial Started
E010666,U02849,2025-04-08,Feature Used
E010667,U02850,2025-05-19,Signup
E010668,U02850,2025-05-17,Email Verified
E010669,U02850,2025-05-21,Trial Started
E010670,U02851,2025-05-11,Signup
E010671,U02851,2025-05-11,Email Verified
E010672,U02851,2025-05-13,Trial Started
E010673,U02851,2025-05-12,Feature Used
E010674,U02851,2025-05-14,Subscription Purchased
E010675,U02852,2025-05-19,Signup
E010676,U02852,2025-05-19,Email Verified
E010677,U02853,2025-03-18,Signup
E010678,U02853,2025-03-21,Email Verified
E010679,U02854,2025-03-10,Signup
E010680,U02854,2025-03-10,Email Verified
E010681,U02854,2025-03-11,Trial Started
E010682,U02854,2025-03-08,Feature Used
E010683,U02854,2025-03-12,Subscription Purchased
E010684,U02854,2025-03-11,Retained 30 Days
E010685,U02855,2025-05-25,Signup
E010686,U02856,2025-06-27,Signup
E010687,U02856,2025-06-24,Email Verified
E010688,U02856,2025-06-28,Trial Started
E010689,U02856,2025-06-28,Feature Used
E010690,U02857,2025-03-19,Signup
E010691,U02857,2025-03-25,Email Verified
E010692,U02858,2025-05-04,Signup
E010693,U02859,2025-02-19,Signup
E010694,U02860,2025-07-01,Signup
E010695,U02860,2025-06-30,Email Verified
E010696,U02861,2025-04-13,Signup
E010697,U02861,2025-04-12,Email Verified
E010698,U02861,2025-04-13,Trial Started
E010699,U02861,2025-04-12,Feature Used
E010700,U02861,2025-04-14,Subscription Purchased
E010701,U02861,2025-04-16,Retained 30 Days
E010702,U02862,2025-05-02,Signup
E010703,U02862,2025-05-06,Email Verified
E010704,U02863,2025-05-30,Signup
E010705,U02863,2025-06-05,Email Verified
E010706,U02863,2025-06-04,Trial Started
E010707,U02863,2025-06-05,Feature Used
E010708,U02863,2025-06-07,Subscription Purchased
E010709,U02863,2025-06-07,Retained 30 Days
E010710,U02864,2025-05-23,Signup
E010711,U02864,2025-05-27,Email Verified
E010712,U02864,2025-05-28,Trial Started
E010713,U02864,2025-05-26,Feature Used
E010714,U02865,2025-04-08,Signup
E010715,U02865,2025-04-06,Email Verified
E010716,U02865,2025-04-10,Trial Started
E010717,U02866,2025-03-30,Signup
E010718,U02866,2025-04-02,Email Verified
E010719,U02866,2025-04-02,Trial Started
E010720,U02866,2025-03-31,Feature Used
E010721,U02867,2025-03-07,Signup
E010722,U02867,2025-03-08,Email Verified
E010723,U02867,2025-03-12,Trial Started
E010724,U02867,2025-03-13,Feature Used
E010725,U02868,2025-04-14,Signup
E010726,U02868,2025-04-15,Email Verified
E010727,U02868,2025-04-11,Trial Started
E010728,U02868,2025-04-17,Feature Used
E010729,U02868,2025-04-13,Subscription Purchased
E010730,U02868,2025-04-18,Retained 30 Days
E010731,U02869,2025-03-01,Signup
E010732,U02869,2025-03-02,Email Verified
E010733,U02870,2025-03-04,Signup
E010734,U02870,2025-03-08,Email Verified
E010735,U02870,2025-03-05,Trial Started
E010736,U02871,2025-04-18,Signup
E010737,U02871,2025-04-23,Email Verified
E010738,U02871,2025-04-20,Trial Started
E010739,U02871,2025-04-25,Feature Used
E010740,U02871,2025-04-25,Subscription Purchased
E010741,U02871,2025-04-23,Retained 30 Days
E010742,U02872,2025-06-18,Signup
E010743,U02872,2025-06-15,Email Verified
E010744,U02872,2025-06-16,Trial Started
E010745,U02872,2025-06-20,Feature Used
E010746,U02872,2025-06-22,Subscription Purchased
E010747,U02872,2025-06-19,Retained 30 Days
E010748,U02873,2025-04-20,Signup
E010749,U02873,2025-04-22,Email Verified
E010750,U02873,2025-04-24,Trial Started
E010751,U02873,2025-04-23,Feature Used
E010752,U02873,2025-04-26,Subscription Purchased
E010753,U02873,2025-04-29,Retained 30 Days
E010754,U02874,2025-05-30,Signup
E010755,U02874,2025-05-27,Email Verified
E010756,U02874,2025-05-28,Trial Started
E010757,U02875,2025-02-05,Signup
E010758,U02875,2025-02-04,Email Verified
E010759,U02875,2025-02-04,Trial Started
E010760,U02875,2025-02-08,Feature Used
E010761,U02875,2025-02-07,Subscription Purchased
E010762,U02875,2025-02-10,Retained 30 Days
E010763,U02876,2025-06-09,Signup
E010764,U02876,2025-06-09,Email Verified
E010765,U02876,2025-06-13,Trial Started
E010766,U02876,2025-06-14,Feature Used
E010767,U02877,2025-02-12,Signup
E010768,U02877,2025-02-17,Email Verified
E010769,U02877,2025-02-15,Trial Started
E010770,U02877,2025-02-15,Feature Used
E010771,U02878,2025-05-15,Signup
E010772,U02878,2025-05-16,Email Verified
E010773,U02879,2025-04-08,Signup
E010774,U02879,2025-04-09,Email Verified
E010775,U02879,2025-04-12,Trial Started
E010776,U02879,2025-04-11,Feature Used
E010777,U02880,2025-05-04,Signup
E010778,U02880,2025-05-08,Email Verified
E010779,U02881,2025-05-11,Signup
E010780,U02881,2025-05-13,Email Verified
E010781,U02881,2025-05-14,Trial Started
E010782,U02882,2025-01-28,Signup
E010783,U02882,2025-01-29,Email Verified
E010784,U02882,2025-01-28,Trial Started
E010785,U02882,2025-01-27,Feature Used
E010786,U02882,2025-01-28,Subscription Purchased
E010787,U02882,2025-02-02,Retained 30 Days
E010788,U02883,2025-01-10,Signup
E010789,U02883,2025-01-10,Email Verified
E010790,U02884,2025-05-26,Signup
E010791,U02885,2025-06-03,Signup
E010792,U02886,2025-05-12,Signup
E010793,U02886,2025-05-15,Email Verified
E010794,U02886,2025-05-15,Trial Started
E010795,U02886,2025-05-16,Feature Used
E010796,U02886,2025-05-18,Subscription Purchased
E010797,U02886,2025-05-16,Retained 30 Days
E010798,U02887,2025-05-20,Signup
E010799,U02887,2025-05-20,Email Verified
E010800,U02887,2025-05-18,Trial Started
E010801,U02887,2025-05-21,Feature Used
E010802,U02888,2025-05-02,Signup
E010803,U02888,2025-04-29,Email Verified
E010804,U02888,2025-05-04,Trial Started
E010805,U02889,2025-02-15,Signup
E010806,U02889,2025-02-18,Email Verified
E010807,U02889,2025-02-21,Trial Started
E010808,U02889,2025-02-23,Feature Used
E010809,U02889,2025-02-20,Subscription Purchased
E010810,U02889,2025-02-22,Retained 30 Days
E010811,U02890,2025-02-23,Signup
E010812,U02890,2025-02-23,Email Verified
E010813,U02890,2025-02-27,Trial Started
E010814,U02890,2025-03-01,Feature Used
E010815,U02890,2025-03-03,Subscription Purchased
E010816,U02890,2025-03-02,Retained 30 Days
E010817,U02891,2025-01-25,Signup
E010818,U02891,2025-01-24,Email Verified
E010819,U02891,2025-01-27,Trial Started
E010820,U02892,2025-01-27,Signup
E010821,U02892,2025-01-28,Email Verified
E010822,U02892,2025-01-27,Trial Started
E010823,U02892,2025-01-30,Feature Used
E010824,U02892,2025-01-29,Subscription Purchased
E010825,U02893,2025-04-12,Signup
E010826,U02893,2025-04-14,Email Verified
E010827,U02893,2025-04-13,Trial Started
E010828,U02893,2025-04-17,Feature Used
E010829,U02893,2025-04-15,Subscription Purchased
E010830,U02893,2025-04-18,Retained 30 Days
E010831,U02894,2025-03-27,Signup
E010832,U02894,2025-03-29,Email Verified
E010833,U02894,2025-03-29,Trial Started
E010834,U02894,2025-04-01,Feature Used
E010835,U02894,2025-04-01,Subscription Purchased
E010836,U02895,2025-02-24,Signup
E010837,U02895,2025-02-24,Email Verified
E010838,U02896,2025-05-15,Signup
E010839,U02896,2025-05-16,Email Verified
E010840,U02896,2025-05-18,Trial Started
E010841,U02896,2025-05-20,Feature Used
E010842,U02896,2025-05-19,Subscription Purchased
E010843,U02896,2025-05-25,Retained 30 Days
E010844,U02897,2025-03-18,Signup
E010845,U02897,2025-03-21,Email Verified
E010846,U02897,2025-03-19,Trial Started
E010847,U02897,2025-03-23,Feature Used
E010848,U02898,2025-03-22,Signup
E010849,U02898,2025-03-21,Email Verified
E010850,U02899,2025-03-01,Signup
E010851,U02899,2025-03-04,Email Verified
E010852,U02899,2025-03-07,Trial Started
E010853,U02900,2025-03-17,Signup
E010854,U02901,2025-06-12,Signup
E010855,U02902,2025-01-25,Signup
E010856,U02902,2025-01-28,Email Verified
E010857,U02902,2025-01-28,Trial Started
E010858,U02902,2025-01-31,Feature Used
E010859,U02902,2025-01-28,Subscription Purchased
E010860,U02902,2025-02-01,Retained 30 Days
E010861,U02903,2025-05-25,Signup
E010862,U02904,2025-01-08,Signup
E010863,U02904,2025-01-10,Email Verified
E010864,U02904,2025-01-11,Trial Started
E010865,U02905,2025-01-30,Signup
E010866,U02905,2025-01-29,Email Verified
E010867,U02905,2025-02-02,Trial Started
E010868,U02905,2025-01-31,Feature Used
E010869,U02906,2025-05-18,Signup
E010870,U02907,2025-06-24,Signup
E010871,U02907,2025-06-22,Email Verified
E010872,U02907,2025-06-24,Trial Started
E010873,U02907,2025-06-25,Feature Used
E010874,U02907,2025-06-26,Subscription Purchased
E010875,U02907,2025-06-28,Retained 30 Days
E010876,U02908,2025-03-17,Signup
E010877,U02908,2025-03-17,Email Verified
E010878,U02909,2025-03-08,Signup
E010879,U02909,2025-03-10,Email Verified
E010880,U02909,2025-03-07,Trial Started
E010881,U02910,2025-02-17,Signup
E010882,U02910,2025-02-17,Email Verified
E010883,U02910,2025-02-16,Trial Started
E010884,U02911,2025-01-16,Signup
E010885,U02911,2025-01-15,Email Verified
E010886,U02912,2025-02-22,Signup
E010887,U02913,2025-03-21,Signup
E010888,U02913,2025-03-22,Email Verified
E010889,U02913,2025-03-23,Trial Started
E010890,U02913,2025-03-24,Feature Used
E010891,U02913,2025-03-26,Subscription Purchased
E010892,U02914,2025-05-30,Signup
E010893,U02914,2025-06-01,Email Verified
E010894,U02914,2025-06-02,Trial Started
E010895,U02914,2025-06-02,Feature Used
E010896,U02914,2025-06-06,Subscription Purchased
E010897,U02914,2025-06-09,Retained 30 Days
E010898,U02915,2025-02-06,Signup
E010899,U02915,2025-02-11,Email Verified
E010900,U02916,2025-05-16,Signup
E010901,U02916,2025-05-15,Email Verified
E010902,U02916,2025-05-18,Trial Started
E010903,U02916,2025-05-19,Feature Used
E010904,U02916,2025-05-19,Subscription Purchased
E010905,U02917,2025-02-25,Signup
E010906,U02917,2025-02-26,Email Verified
E010907,U02917,2025-02-23,Trial Started
E010908,U02917,2025-02-28,Feature Used
E010909,U02917,2025-02-25,Subscription Purchased
E010910,U02918,2025-06-24,Signup
E010911,U02918,2025-06-26,Email Verified
E010912,U02918,2025-06-29,Trial Started
E010913,U02918,2025-06-28,Feature Used
E010914,U02918,2025-06-28,Subscription Purchased
E010915,U02918,2025-06-28,Retained 30 Days
E010916,U02919,2025-04-03,Signup
E010917,U02919,2025-04-08,Email Verified
E010918,U02919,2025-04-05,Trial Started
E010919,U02920,2025-06-13,Signup
E010920,U02920,2025-06-11,Email Verified
E010921,U02920,2025-06-11,Trial Started
E010922,U02921,2025-04-30,Signup
E010923,U02921,2025-05-03,Email Verified
E010924,U02921,2025-05-03,Trial Started
E010925,U02922,2025-04-14,Signup
E010926,U02922,2025-04-13,Email Verified
E010927,U02922,2025-04-13,Trial Started
E010928,U02922,2025-04-17,Feature Used
E010929,U02922,2025-04-20,Subscription Purchased
E010930,U02923,2025-03-23,Signup
E010931,U02923,2025-03-25,Email Verified
E010932,U02923,2025-03-23,Trial Started
E010933,U02923,2025-03-28,Feature Used
E010934,U02923,2025-03-25,Subscription Purchased
E010935,U02923,2025-03-25,Retained 30 Days
E010936,U02924,2025-04-03,Signup
E010937,U02924,2025-04-03,Email Verified
E010938,U02925,2025-05-24,Signup
E010939,U02925,2025-05-24,Email Verified
E010940,U02925,2025-05-24,Trial Started
E010941,U02926,2025-04-17,Signup
E010942,U02926,2025-04-22,Email Verified
E010943,U02926,2025-04-20,Trial Started
E010944,U02926,2025-04-25,Feature Used
E010945,U02926,2025-04-22,Subscription Purchased
E010946,U02926,2025-04-26,Retained 30 Days
E010947,U02927,2025-05-20,Signup
E010948,U02927,2025-05-21,Email Verified
E010949,U02927,2025-05-20,Trial Started
E010950,U02927,2025-05-21,Feature Used
E010951,U02927,2025-05-23,Subscription Purchased
E010952,U02927,2025-05-23,Retained 30 Days
E010953,U02928,2025-04-05,Signup
E010954,U02928,2025-04-07,Email Verified
E010955,U02928,2025-04-10,Trial Started
E010956,U02928,2025-04-08,Feature Used
E010957,U02928,2025-04-12,Subscription Purchased
E010958,U02928,2025-04-12,Retained 30 Days
E010959,U02929,2025-02-22,Signup
E010960,U02929,2025-02-20,Email Verified
E010961,U02929,2025-02-23,Trial Started
E010962,U02929,2025-02-26,Feature Used
E010963,U02929,2025-02-24,Subscription Purchased
E010964,U02929,2025-02-25,Retained 30 Days
E010965,U02930,2025-02-11,Signup
E010966,U02930,2025-02-12,Email Verified
E010967,U02930,2025-02-10,Trial Started
E010968,U02931,2025-01-23,Signup
E010969,U02931,2025-01-26,Email Verified
E010970,U02931,2025-01-29,Trial Started
E010971,U02931,2025-01-29,Feature Used
E010972,U02932,2025-03-14,Signup
E010973,U02932,2025-03-14,Email Verified
E010974,U02932,2025-03-15,Trial Started
E010975,U02932,2025-03-14,Feature Used
E010976,U02932,2025-03-16,Subscription Purchased
E010977,U02933,2025-02-15,Signup
E010978,U02934,2025-05-11,Signup
E010979,U02934,2025-05-11,Email Verified
E010980,U02934,2025-05-14,Trial Started
E010981,U02934,2025-05-13,Feature Used
E010982,U02935,2025-02-14,Signup
E010983,U02935,2025-02-14,Email Verified
E010984,U02935,2025-02-16,Trial Started
E010985,U02935,2025-02-16,Feature Used
E010986,U02935,2025-02-17,Subscription Purchased
E010987,U02936,2025-03-01,Signup
E010988,U02936,2025-03-01,Email Verified
E010989,U02937,2025-01-22,Signup
E010990,U02937,2025-01-21,Email Verified
E010991,U02937,2025-01-24,Trial Started
E010992,U02937,2025-01-28,Feature Used
E010993,U02937,2025-01-26,Subscription Purchased
E010994,U02937,2025-01-29,Retained 30 Days
E010995,U02938,2025-03-04,Signup
E010996,U02938,2025-03-08,Email Verified
E010997,U02938,2025-03-10,Trial Started
E010998,U02938,2025-03-08,Feature Used
E010999,U02939,2025-02-20,Signup
E011000,U02939,2025-02-24,Email Verified
E011001,U02939,2025-02-23,Trial Started
E011002,U02939,2025-02-24,Feature Used
E011003,U02939,2025-02-26,Subscription Purchased
E011004,U02939,2025-02-25,Retained 30 Days
E011005,U02940,2025-05-06,Signup
E011006,U02941,2025-06-03,Signup
E011007,U02941,2025-06-04,Email Verified
E011008,U02942,2025-01-10,Signup
E011009,U02942,2025-01-09,Email Verified
E011010,U02942,2025-01-13,Trial Started
E011011,U02942,2025-01-12,Feature Used
E011012,U02942,2025-01-13,Subscription Purchased
E011013,U02943,2025-01-21,Signup
E011014,U02943,2025-01-24,Email Verified
E011015,U02944,2025-02-15,Signup
E011016,U02944,2025-02-13,Email Verified
E011017,U02944,2025-02-17,Trial Started
E011018,U02944,2025-02-19,Feature Used
E011019,U02944,2025-02-17,Subscription Purchased
E011020,U02945,2025-02-11,Signup
E011021,U02945,2025-02-11,Email Verified
E011022,U02945,2025-02-14,Trial Started
E011023,U02945,2025-02-18,Feature Used
E011024,U02945,2025-02-15,Subscription Purchased
E011025,U02945,2025-02-17,Retained 30 Days
E011026,U02946,2025-02-26,Signup
E011027,U02947,2025-02-27,Signup
E011028,U02947,2025-02-24,Email Verified
E011029,U02947,2025-02-27,Trial Started
E011030,U02947,2025-02-27,Feature Used
E011031,U02948,2025-03-19,Signup
E011032,U02948,2025-03-16,Email Verified
E011033,U02948,2025-03-18,Trial Started
E011034,U02948,2025-03-21,Feature Used
E011035,U02949,2025-06-05,Signup
E011036,U02949,2025-06-09,Email Verified
E011037,U02949,2025-06-10,Trial Started
E011038,U02950,2025-03-12,Signup
E011039,U02950,2025-03-13,Email Verified
E011040,U02950,2025-03-19,Trial Started
E011041,U02950,2025-03-19,Feature Used
E011042,U02950,2025-03-21,Subscription Purchased
E011043,U02950,2025-03-22,Retained 30 Days
E011044,U02951,2025-04-06,Signup
E011045,U02951,2025-04-06,Email Verified
E011046,U02951,2025-04-11,Trial Started
E011047,U02951,2025-04-09,Feature Used
E011048,U02951,2025-04-14,Subscription Purchased
E011049,U02951,2025-04-10,Retained 30 Days
E011050,U02952,2025-02-25,Signup
E011051,U02952,2025-02-25,Email Verified
E011052,U02952,2025-02-25,Trial Started
E011053,U02952,2025-02-26,Feature Used
E011054,U02952,2025-02-27,Subscription Purchased
E011055,U02953,2025-01-25,Signup
E011056,U02953,2025-01-22,Email Verified
E011057,U02953,2025-01-22,Trial Started
E011058,U02953,2025-01-23,Feature Used
E011059,U02953,2025-01-28,Subscription Purchased
E011060,U02954,2025-03-25,Signup
E011061,U02954,2025-03-21,Email Verified
E011062,U02954,2025-03-22,Trial Started
E011063,U02954,2025-03-28,Feature Used
E011064,U02955,2025-05-06,Signup
E011065,U02955,2025-05-06,Email Verified
E011066,U02955,2025-05-07,Trial Started
E011067,U02955,2025-05-06,Feature Used
E011068,U02955,2025-05-09,Subscription Purchased
E011069,U02955,2025-05-08,Retained 30 Days
E011070,U02956,2025-03-14,Signup
E011071,U02956,2025-03-10,Email Verified
E011072,U02956,2025-03-13,Trial Started
E011073,U02956,2025-03-16,Feature Used
E011074,U02956,2025-03-17,Subscription Purchased
E011075,U02957,2025-03-09,Signup
E011076,U02957,2025-03-08,Email Verified
E011077,U02957,2025-03-11,Trial Started
E011078,U02957,2025-03-12,Feature Used
E011079,U02957,2025-03-14,Subscription Purchased
E011080,U02958,2025-05-15,Signup
E011081,U02958,2025-05-18,Email Verified
E011082,U02958,2025-05-19,Trial Started
E011083,U02958,2025-05-21,Feature Used
E011084,U02958,2025-05-24,Subscription Purchased
E011085,U02958,2025-05-23,Retained 30 Days
E011086,U02959,2025-05-16,Signup
E011087,U02959,2025-05-20,Email Verified
E011088,U02960,2025-03-19,Signup
E011089,U02960,2025-03-22,Email Verified
E011090,U02960,2025-03-20,Trial Started
E011091,U02960,2025-03-26,Feature Used
E011092,U02960,2025-03-24,Subscription Purchased
E011093,U02960,2025-03-28,Retained 30 Days
E011094,U02961,2025-02-25,Signup
E011095,U02961,2025-02-23,Email Verified
E011096,U02962,2025-04-13,Signup
E011097,U02962,2025-04-17,Email Verified
E011098,U02962,2025-04-18,Trial Started
E011099,U02963,2025-03-08,Signup
E011100,U02963,2025-03-05,Email Verified
E011101,U02963,2025-03-10,Trial Started
E011102,U02964,2025-04-08,Signup
E011103,U02964,2025-04-07,Email Verified
E011104,U02964,2025-04-06,Trial Started
E011105,U02964,2025-04-08,Feature Used
E011106,U02964,2025-04-10,Subscription Purchased
E011107,U02964,2025-04-09,Retained 30 Days
E011108,U02965,2025-03-01,Signup
E011109,U02965,2025-03-03,Email Verified
E011110,U02965,2025-03-04,Trial Started
E011111,U02965,2025-03-09,Feature Used
E011112,U02965,2025-03-05,Subscription Purchased
E011113,U02965,2025-03-09,Retained 30 Days
E011114,U02966,2025-05-13,Signup
E011115,U02966,2025-05-13,Email Verified
E011116,U02966,2025-05-12,Trial Started
E011117,U02966,2025-05-16,Feature Used
E011118,U02966,2025-05-16,Subscription Purchased
E011119,U02967,2025-02-11,Signup
E011120,U02967,2025-02-16,Email Verified
E011121,U02967,2025-02-18,Trial Started
E011122,U02967,2025-02-18,Feature Used
E011123,U02967,2025-02-16,Subscription Purchased
E011124,U02968,2025-04-03,Signup
E011125,U02968,2025-04-04,Email Verified
E011126,U02968,2025-04-03,Trial Started
E011127,U02968,2025-04-03,Feature Used
E011128,U02969,2025-01-27,Signup
E011129,U02969,2025-01-25,Email Verified
E011130,U02969,2025-01-30,Trial Started
E011131,U02969,2025-01-29,Feature Used
E011132,U02969,2025-01-29,Subscription Purchased
E011133,U02969,2025-02-03,Retained 30 Days
E011134,U02970,2025-01-13,Signup
E011135,U02970,2025-01-17,Email Verified
E011136,U02970,2025-01-19,Trial Started
E011137,U02970,2025-01-17,Feature Used
E011138,U02971,2025-03-12,Signup
E011139,U02971,2025-03-17,Email Verified
E011140,U02971,2025-03-14,Trial Started
E011141,U02972,2025-04-23,Signup
E011142,U02972,2025-04-22,Email Verified
E011143,U02973,2025-04-12,Signup
E011144,U02973,2025-04-16,Email Verified
E011145,U02973,2025-04-18,Trial Started
E011146,U02973,2025-04-17,Feature Used
E011147,U02973,2025-04-16,Subscription Purchased
E011148,U02973,2025-04-19,Retained 30 Days
E011149,U02974,2025-06-16,Signup
E011150,U02974,2025-06-15,Email Verified
E011151,U02974,2025-06-16,Trial Started
E011152,U02974,2025-06-17,Feature Used
E011153,U02974,2025-06-18,Subscription Purchased
E011154,U02975,2025-03-08,Signup
E011155,U02975,2025-03-07,Email Verified
E011156,U02975,2025-03-09,Trial Started
E011157,U02976,2025-04-09,Signup
E011158,U02977,2025-01-16,Signup
E011159,U02977,2025-01-13,Email Verified
E011160,U02977,2025-01-15,Trial Started
E011161,U02977,2025-01-20,Feature Used
E011162,U02977,2025-01-20,Subscription Purchased
E011163,U02977,2025-01-17,Retained 30 Days
E011164,U02978,2025-06-21,Signup
E011165,U02979,2025-02-13,Signup
E011166,U02979,2025-02-12,Email Verified
E011167,U02979,2025-02-15,Trial Started
E011168,U02979,2025-02-17,Feature Used
E011169,U02979,2025-02-19,Subscription Purchased
E011170,U02980,2025-04-19,Signup
E011171,U02980,2025-04-21,Email Verified
E011172,U02980,2025-04-21,Trial Started
E011173,U02980,2025-04-27,Feature Used
E011174,U02980,2025-04-24,Subscription Purchased
E011175,U02980,2025-04-29,Retained 30 Days
E011176,U02981,2025-06-25,Signup
E011177,U02981,2025-06-26,Email Verified
E011178,U02981,2025-06-24,Trial Started
E011179,U02982,2025-06-16,Signup
E011180,U02982,2025-06-21,Email Verified
E011181,U02983,2025-04-25,Signup
E011182,U02983,2025-04-26,Email Verified
E011183,U02983,2025-04-26,Trial Started
E011184,U02983,2025-04-30,Feature Used
E011185,U02983,2025-04-30,Subscription Purchased
E011186,U02984,2025-04-28,Signup
E011187,U02984,2025-04-28,Email Verified
E011188,U02984,2025-04-27,Trial Started
E011189,U02984,2025-04-29,Feature Used
E011190,U02984,2025-05-01,Subscription Purchased
E011191,U02984,2025-04-29,Retained 30 Days
E011192,U02985,2025-06-07,Signup
E011193,U02985,2025-06-07,Email Verified
E011194,U02985,2025-06-06,Trial Started
E011195,U02985,2025-06-08,Feature Used
E011196,U02986,2025-05-24,Signup
E011197,U02986,2025-05-28,Email Verified
E011198,U02986,2025-05-27,Trial Started
E011199,U02986,2025-05-28,Feature Used
E011200,U02986,2025-05-28,Subscription Purchased
E011201,U02986,2025-06-01,Retained 30 Days
E011202,U02987,2025-05-17,Signup
E011203,U02988,2025-02-09,Signup
E011204,U02988,2025-02-12,Email Verified
E011205,U02988,2025-02-15,Trial Started
E011206,U02988,2025-02-15,Feature Used
E011207,U02989,2025-01-11,Signup
E011208,U02989,2025-01-10,Email Verified
E011209,U02989,2025-01-11,Trial Started
E011210,U02989,2025-01-13,Feature Used
E011211,U02989,2025-01-15,Subscription Purchased
E011212,U02990,2025-02-24,Signup
E011213,U02990,2025-02-22,Email Verified
E011214,U02990,2025-02-26,Trial Started
E011215,U02990,2025-02-26,Feature Used
E011216,U02990,2025-02-26,Subscription Purchased
E011217,U02990,2025-02-25,Retained 30 Days
E011218,U02991,2025-02-11,Signup
E011219,U02991,2025-02-12,Email Verified
E011220,U02992,2025-01-22,Signup
E011221,U02992,2025-01-20,Email Verified
E011222,U02992,2025-01-21,Trial Started
E011223,U02992,2025-01-24,Feature Used
E011224,U02992,2025-01-23,Subscription Purchased
E011225,U02992,2025-01-27,Retained 30 Days
E011226,U02993,2025-05-22,Signup
E011227,U02993,2025-05-27,Email Verified
E011228,U02993,2025-05-24,Trial Started
E011229,U02993,2025-05-30,Feature Used
E011230,U02994,2025-06-18,Signup
E011231,U02994,2025-06-19,Email Verified
E011232,U02994,2025-06-25,Trial Started
E011233,U02995,2025-04-18,Signup
E011234,U02996,2025-03-01,Signup
E011235,U02996,2025-03-04,Email Verified
E011236,U02996,2025-03-02,Trial Started
E011237,U02996,2025-03-06,Feature Used
E011238,U02996,2025-03-07,Subscription Purchased
E011239,U02996,2025-03-07,Retained 30 Days
E011240,U02997,2025-02-27,Signup
E011241,U02997,2025-02-28,Email Verified
E011242,U02998,2025-02-08,Signup
E011243,U02998,2025-02-11,Email Verified
E011244,U02998,2025-02-15,Trial Started
E011245,U02999,2025-06-22,Signup
E011246,U02999,2025-06-27,Email Verified
E011247,U03000,2025-01-09,Signup
E011248,U03000,2025-01-08,Email Verified
E011249,U03000,2025-01-09,Trial Started
E011250,U03000,2025-01-09,Feature Used
E011251,U03000,2025-01-09,Subscription Purchased
E011252,U03000,2025-01-13,Retained 30 Days
E011253,U03001,2025-01-10,Signup
E011254,U03001,2025-01-13,Email Verified
E011255,U03001,2025-01-15,Trial Started
E011256,U03001,2025-01-14,Feature Used
E011257,U03001,2025-01-13,Subscription Purchased
E011258,U03002,2025-06-20,Signup
E011259,U03002,2025-06-22,Email Verified
E011260,U03002,2025-06-23,Trial Started
E011261,U03002,2025-06-28,Feature Used
E011262,U03002,2025-06-29,Subscription Purchased
E011263,U03002,2025-06-25,Retained 30 Days
E011264,U03003,2025-03-28,Signup
E011265,U03003,2025-03-27,Email Verified
E011266,U03004,2025-03-23,Signup
E011267,U03004,2025-03-21,Email Verified
E011268,U03004,2025-03-25,Trial Started
E011269,U03004,2025-03-24,Feature Used
E011270,U03004,2025-03-23,Subscription Purchased
E011271,U03005,2025-05-28,Signup
E011272,U03005,2025-05-28,Email Verified
E011273,U03005,2025-05-27,Trial Started
E011274,U03005,2025-05-27,Feature Used
E011275,U03006,2025-03-26,Signup
E011276,U03006,2025-03-22,Email Verified
E011277,U03006,2025-03-27,Trial Started
E011278,U03006,2025-03-25,Feature Used
E011279,U03006,2025-03-28,Subscription Purchased
E011280,U03006,2025-03-27,Retained 30 Days
E011281,U03007,2025-03-10,Signup
E011282,U03007,2025-03-07,Email Verified
E011283,U03007,2025-03-09,Trial Started
E011284,U03007,2025-03-12,Feature Used
E011285,U03007,2025-03-09,Subscription Purchased
E011286,U03007,2025-03-13,Retained 30 Days
E011287,U03008,2025-03-08,Signup
E011288,U03009,2025-05-04,Signup
